Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2013	2014	2015	2016	2017	2018	2019	2020	Estimates Start After
Austria	General government gross debt	Percent of GDP		See notes for:  General government gross debt (National currency).	81.210	86.824	88.785	87.387	86.247	85.417	84.457	83.547	2013
Austria	Gross domestic product corresponding to fiscal year, current prices	National currency	Billions	Source: National Statistical Office Latest actual data: 2013 Fiscal assumptions: Projections take only the tax-related measures for the financing of the recent income tax reform into account (although the yield from the anti-tax fraud measures is highly uncertain). For 2014, the creation of a defeasance structure for Hypo Alpe Adria is assumed to increase the general government debt-to-GDP ratio by 5½ percentage points, and the deficit effect arising from Hypo is assumed at 1.8 percentage points. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	322.595	328.876	336.166	346.615	356.892	366.724	376.792	386.867	2013
Austria	Current account balance	U.S. dollars	Billions	Source: Central Bank Latest actual data: 2013 BOP Manual used: BPM 6 Primary domestic currency: Euro Data last updated: 03/2015	4.439	7.967	7.160	7.175	7.507	7.502	7.676	7.922	2013
Austria	Current account balance	Percent of GDP		See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).	1.036	1.823	1.882	1.827	1.838	1.767	1.738	1.716	2013
Belgium	Gross domestic product, constant prices	National currency	Billions	Source: Central Bank. Data before 1995 were spliced with older series. Data from 1995 reflect current official series. Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: Yes, from 1995. Data before 1995 are spliced with older series. Primary domestic currency: Euro Data last updated: 03/2015	389.321	393.380	398.654	404.649	410.652	416.913	423.308	429.983	2014
Belgium	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.275	1.043	1.341	1.504	1.483	1.525	1.534	1.577	2014
Belgium	Gross domestic product, current prices	National currency	Billions	Source: Central Bank. Data before 1995 were spliced with older series. Data from 1995 reflect current official series. Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: Yes, from 1995. Data before 1995 are spliced with older series. Primary domestic currency: Euro Data last updated: 03/2015	395.262	402.269	409.700	419.527	430.177	442.186	455.596	470.031	2014
Belgium	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	524.970	534.672	463.799	475.417	492.313	512.028	534.026	560.819	2014
Belgium	Gross domestic product, deflator	Index		See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).	101.526	102.260	102.771	103.677	104.755	106.062	107.627	109.314	2014
Belgium	Gross domestic product per capita, constant prices	National currency	Units	See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).	34,880.262	35,110.700	35,470.869	35,779.176	36,084.238	36,408.205	36,739.755	37,091.389	2014
Belgium	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	35,412.532	35,904.078	36,453.747	37,094.638	37,799.974	38,615.183	39,542.030	40,546.042	2014
Belgium	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	47,033.359	47,721.586	41,267.279	42,036.435	43,259.867	44,714.343	46,349.149	48,377.642	2014
Belgium	Output gap in percent of potential GDP	Percent of potential GDP		See notes for:  Gross domestic product, constant prices (National currency).	-1.453	-1.450	-1.233	-0.924	n/a	n/a	n/a	n/a	2014
Belgium	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	Current international dollar	Billions	See notes for:  Gross domestic product, current prices (National currency).	469.659	481.474	492.267	507.155	525.271	544.742	564.122	584.337	2014
Belgium	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	42,077.983	42,973.425	43,800.208	44,842.713	46,155.885	47,571.180	48,961.217	50,406.360	2014
Belgium	Gross domestic product based on purchasing-power-parity (PPP) share of world total	Percent		See notes for:  Gross domestic product, current prices (National currency).	0.456	0.446	0.437	0.428	0.419	0.409	0.400	0.391	2011
Belgium	Implied PPP conversion rate	National currency per current international dollar		See notes for:  Gross domestic product, current prices (National currency).	0.842	0.835	0.832	0.827	0.819	0.812	0.808	0.804	2014
Belgium	Total investment	Percent of GDP		Source: Central Bank. Data before 1995 were spliced with older series. Data from 1995 reflect current official series. Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: Yes, from 1995. Data before 1995 are spliced with older series. Primary domestic currency: Euro Data last updated: 03/2015	22.639	21.860	21.929	22.177	22.454	22.731	23.012	23.269	2014
Belgium	Gross national savings	Percent of GDP		Source: Central Bank. Data before 1995 were spliced with older series. Data from 1995 reflect current official series. Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: Yes, from 1995. Data before 1995 are spliced with older series. Primary domestic currency: Euro Data last updated: 03/2015	22.410	23.489	24.191	24.598	24.846	25.120	25.307	25.518	2014
Belgium	Inflation, average consumer prices	Index		Source: Central Bank Latest actual data: 2014 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 03/2015	119.573	120.223	120.294	121.399	122.788	124.454	126.416	128.572	2014
Belgium	Inflation, average consumer prices	Percent change		See notes for:  Inflation, average consumer prices (Index).	1.196	0.544	0.058	0.919	1.145	1.357	1.577	1.705	2014
Belgium	Inflation, end of period consumer prices	Index		Source: Central Bank Latest actual data: 2014 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 03/2015	120.590	120.130	120.706	122.186	123.466	125.371	127.349	129.633	2014
Belgium	Inflation, end of period consumer prices	Percent change		See notes for:  Inflation, end of period consumer prices (Index).	1.166	-0.381	0.479	1.226	1.048	1.543	1.578	1.793	2014
Belgium	Six-month London interbank offered rate (LIBOR)	Percent											
Belgium	Volume of imports of goods and services	Percent change		Source: Central Bank Latest actual data: 2014 Base year: 2010 Methodology used to derive volumes: Weighted average of volume changes Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2015	0.297	2.831	3.137	3.747	4.129	4.401	4.653	4.657	2014
Belgium	Volume of Imports of goods	Percent change		Source: Central Bank Latest actual data: 2014 Base year: 2010 Methodology used to derive volumes: Weighted average of volume changes Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2015	0.297	2.831	3.137	3.747	4.129	4.401	4.653	4.657	2014
Belgium	Volume of exports of goods and services	Percent change		Source: Central Bank Latest actual data: 2014 Base year: 2010 Methodology used to derive volumes: Weighted average of volume changes Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2015	2.269	3.297	3.579	3.960	4.236	4.332	4.511	4.526	2014
Belgium	Volume of exports of goods	Percent change		Source: Central Bank Latest actual data: 2014 Base year: 2010 Methodology used to derive volumes: Weighted average of volume changes Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2015	2.269	3.297	3.579	3.960	4.236	4.332	4.511	4.526	2014
Belgium	Unemployment rate	Percent of total labor force		Source: Central Bank Latest actual data: 2014 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2015	8.408	8.492	8.400	8.208	8.083	8.104	8.014	8.012	2014
